column separator = ,
5.74,0.853450263,56.34054231
5.75,0.854824847,56.53092022
5.76,0.85619898,56.72081641
5.77,0.857572661,56.91022853
5.78,0.858945892,57.09915425
5.79,0.860318673,57.28759133
5.8,0.861691004,57.47553752
5.81,0.863062886,57.66299064
5.82,0.864434319,57.84994857
5.83,0.865805304,58.0364092
5.84,0.867175841,58.22237047
5.85,0.86854593,58.40783039
5.86,0.869915572,58.59278698
5.87,0.871284768,58.77723831
5.88,0.872653518,58.9611825
5.89,0.874021822,59.1446177
5.9,0.87538968,59.32754212
5.91,0.876757094,59.50995398
5.92,0.878124064,59.69185158
5.93,0.87949059,59.87323321
5.94,0.880856672,60.05409725
5.95,0.882222311,60.23444209
5.96,0.883587508,60.41426617
5.97,0.884952262,60.59356796
5.98,0.886316575,60.77234598
5.99,0.887680447,60.95059878
6,0.889043877,61.12832495
6.01,0.890406868,61.30552312
6.02,0.891769418,61.48219195
6.03,0.893131529,61.65833015
6.04,0.894493201,61.83393646
6.05,0.895854434,62.00900965
6.06,0.897215229,62.18354855
6.07,0.898575586,62.35755199
6.08,0.899935506,62.53101886
6.09,0.901294989,62.70394808
6.1,0.902654036,62.87633862
6.11,0.904012647,63.04818945
6.12,0.905370822,63.21949961
6.13,0.906728561,63.39026815
6.14,0.908085866,63.56049417
6.15,0.909442737,63.73017679
6.16,0.910799174,63.89931518
6.17,0.912155178,64.06790852
6.18,0.913510748,64.23595605
6.19,0.914865886,64.40345703
6.2,0.916220592,64.57041074
6.21,0.917574866,64.73681651
6.22,0.918928708,64.90267369
6.23,0.92028212,65.06798167
6.24,0.921635101,65.23273987
6.25,0.922987653,65.39694774
6.26,0.924339774,65.56060476
6.27,0.925691467,65.72371043
6.28,0.927042731,65.88626429
6.29,0.928393566,66.04826592
6.3,0.929743973,66.20971491
6.31,0.931093953,66.37061089
6.32,0.932443506,66.53095351
6.33,0.933792633,66.69074247
6.34,0.935141333,66.84997746
6.35,0.936489607,67.00865824
6.36,0.937837455,67.16678458
6.37,0.939184879,67.32435627
6.38,0.940531878,67.48137312
6.39,0.941878454,67.63783501
6.4,0.943224605,67.79374179
6.41,0.944570333,67.94909338
6.42,0.945915638,68.1038897
6.43,0.94726052,68.2581307
6.44,0.948604981,68.41181638
6.45,0.94994902,68.56494673
6.46,0.951292637,68.71752179
6.47,0.952635834,68.86954161
6.48,0.95397861,69.02100627
6.49,0.955320967,69.17191588
6.5,0.956662903,69.32227056
6.51,0.958004421,69.47207046
6.52,0.959345519,69.62131577
6.53,0.960686199,69.77000667
6.54,0.962026462,69.9181434
6.55,0.963366306,70.06572618
6.56,0.964705734,70.2127553
6.57,0.966044744,70.35923103
6.58,0.967383339,70.50515369
6.59,0.968721517,70.65052361
6.6,0.97005928,70.79534114
6.61,0.971396627,70.93960666
6.62,0.97273356,71.08332055
6.63,0.974070079,71.22648324
6.64,0.975406183,71.36909516
6.65,0.976741875,71.51115676
6.66,0.978077152,71.65266853
6.67,0.979412018,71.79363095
6.68,0.98074647,71.93404454
6.69,0.982080511,72.07390984
6.7,0.98341414,72.21322739
6.71,0.984747359,72.35199776
6.72,0.986080166,72.49022155
6.73,0.987412563,72.62789937
6.74,0.98874455,72.76503183
6.75,0.990076127,72.90161958
6.76,0.991407296,73.03766328
6.77,0.992738055,73.17316361
6.78,0.994068406,73.30812126
6.79,0.995398349,73.44253695
6.8,0.996727885,73.5764114
6.81,0.998057013,73.70974535
6.82,0.999385735,73.84253956
6.83,1.00071405,73.97479482
6.84,1.002041958,74.10651191
6.85,1.003369462,74.23769164
6.86,1.00469656,74.36833482
6.87,1.006023253,74.49844231
6.88,1.007349541,74.62801495
6.89,1.008675426,74.7570536
6.9,1.010000907,74.88555915
6.91,1.011325984,75.01353249
6.92,1.012650659,75.14097453
6.93,1.013974931,75.26788619
6.94,1.0152988,75.39426841
6.95,1.016622268,75.52012213
6.96,1.017945335,75.64544833
6.97,1.019268,75.77024797
6.98,1.020590265,75.89452204
6.99,1.02191213,76.01827154
7,1.023233594,76.14149749
7.01,1.02455466,76.26420091
7.02,1.025875326,76.38638284
7.03,1.027195593,76.50804431
7.04,1.028515462,76.62918641
7.05,1.029834933,76.74981018
7.06,1.031154006,76.86991673
7.07,1.032472682,76.98950713
7.08,1.033790961,77.1085825
7.09,1.035108844,77.22714395
7.1,1.03642633,77.3451926
7.11,1.037743421,77.46272959
7.12,1.039060116,77.57975606
7.13,1.040376417,77.69627317
7.14,1.041692323,77.81228209
7.15,1.043007834,77.92778398
7.16,1.044322952,78.04278004
7.17,1.045637676,78.15727145
7.18,1.046952007,78.27125941
7.19,1.048265945,78.38474514
7.2,1.049579491,78.49772986
7.21,1.050892645,78.61021479
7.22,1.052205407,78.72220117
7.23,1.053517778,78.83369024
7.24,1.054829758,78.94468326
7.25,1.056141347,79.05518149
7.26,1.057452546,79.16518618
7.27,1.058763355,79.27469863
7.28,1.060073775,79.3837201
7.29,1.061383806,79.4922519
7.3,1.062693448,79.60029532
7.31,1.064002701,79.70785165
7.32,1.065311567,79.81492222
7.33,1.066620045,79.92150834
7.34,1.067928135,80.02761133
7.35,1.069235839,80.13323252
7.36,1.070543156,80.23837325
7.37,1.071850087,80.34303486
7.38,1.073156632,80.4472187
7.39,1.074462792,80.55092612
7.4,1.075768566,80.65415848
7.41,1.077073956,80.75691715
7.42,1.078378961,80.8592035
7.43,1.079683582,80.9610189
7.44,1.08098782,81.06236473
7.45,1.082291674,81.16324237
7.46,1.083595145,81.26365323
7.47,1.084898234,81.36359869
7.48,1.08620094,81.46308014
7.49,1.087503264,81.56209901
7.5,1.088805207,81.66065668
7.51,1.090106768,81.75875458
7.52,1.091407949,81.85639412
7.53,1.092708749,81.95357673
7.54,1.094009169,82.05030381
7.55,1.095309209,82.14657681
7.56,1.096608869,82.24239716
7.57,1.097908151,82.33776628
7.58,1.099207054,82.43268561
7.59,1.100505578,82.52715661
7.6,1.101803724,82.6211807
7.61,1.103101493,82.71475934
7.62,1.104398884,82.80789398
7.63,1.105695898,82.90058607
7.64,1.106992535,82.99283706
7.65,1.108288796,83.08464842
7.66,1.109584681,83.17602159
7.67,1.11088019,83.26695806
7.68,1.112175324,83.35745928
7.69,1.113470083,83.44752671
7.7,1.114764468,83.53716183
7.71,1.116058478,83.62636611
7.72,1.117352114,83.71514101
7.73,1.118645377,83.80348802
7.74,1.119938266,83.89140861
7.75,1.121230783,83.97890426
7.76,1.122522926,84.06597645
7.77,1.123814698,84.15262665
7.78,1.125106098,84.23885634
7.79,1.126397126,84.32466702
7.8,1.127687783,84.41006017
7.81,1.128978069,84.49503726
7.82,1.130267984,84.57959979
7.83,1.131557529,84.66374923
7.84,1.132846704,84.74748709
7.85,1.13413551,84.83081484
7.86,1.135423947,84.91373397
7.87,1.136712014,84.99624597
7.88,1.137999713,85.07835234
7.89,1.139287044,85.16005455
7.9,1.140574007,85.24135411
7.91,1.141860603,85.32225249
7.92,1.143146831,85.4027512
7.93,1.144432692,85.48285171
7.94,1.145718187,85.56255552
7.95,1.147003316,85.64186411
7.96,1.148288078,85.72077899
7.97,1.149572475,85.79930162
7.98,1.150856507,85.87743351
7.99,1.152140174,85.95517615
8,1.153423476,86.03253101
8.01,1.154706414,86.10949958
8.02,1.155988988,86.18608336
8.03,1.157271199,86.26228382
8.04,1.158553046,86.33810245
8.05,1.159834531,86.41354074
8.06,1.161115652,86.48860017
8.07,1.162396411,86.56328221
8.08,1.163676809,86.63758836
8.09,1.164956845,86.71152008
8.1,1.166236519,86.78507886
8.11,1.167515832,86.85826617
8.12,1.168794785,86.93108349
8.13,1.170073377,87.0035323
8.14,1.171351609,87.07561406
8.15,1.172629482,87.14733026
8.16,1.173906995,87.21868235
8.17,1.175184149,87.2896718
8.18,1.176460944,87.36030009
8.19,1.177737381,87.43056868
8.2,1.179013459,87.50047902
8.21,1.18028918,87.57003259
8.22,1.181564543,87.63923084
8.23,1.182839549,87.70807523
8.24,1.184114199,87.77656721
8.25,1.185388491,87.84470824
8.26,1.186662428,87.91249977
8.27,1.187936008,87.97994325
8.28,1.189209233,88.04704012
8.29,1.190482103,88.11379183
8.3,1.191754617,88.18019983
8.31,1.193026777,88.24626555
8.32,1.194298583,88.31199043
8.33,1.195570034,88.37737591
8.34,1.196841132,88.44242342
8.35,1.198111876,88.50713438
8.36,1.199382268,88.57151024
8.37,1.200652306,88.63555242
8.38,1.201921992,88.69926233
8.39,1.203191326,88.7626414
8.4,1.204460307,88.82569104
8.41,1.205728938,88.88841268
8.42,1.206997217,88.95080772
8.43,1.208265145,89.01287757
8.44,1.209532722,89.07462365
8.45,1.210799949,89.13604734
8.46,1.212066826,89.19715006
8.47,1.213333354,89.25793321
8.48,1.214599532,89.31839817
8.49,1.21586536,89.37854634
8.5,1.21713084,89.43837911
8.51,1.218395972,89.49789786
8.52,1.219660755,89.55710399
8.53,1.22092519,89.61599886
8.54,1.222189278,89.67458385
8.55,1.223453018,89.73286034
8.56,1.224716412,89.7908297
8.57,1.225979458,89.8484933
8.58,1.227242159,89.90585249
8.59,1.228504513,89.96290864
8.6,1.229766521,90.01966311
8.61,1.231028184,90.07611725
8.62,1.232289502,90.13227241
8.63,1.233550475,90.18812994
8.64,1.234811103,90.24369118
8.65,1.236071387,90.29895747
8.66,1.237331326,90.35393015
8.67,1.238590923,90.40861055
8.68,1.239850175,90.46300001
8.69,1.241109085,90.51709984
8.7,1.242367652,90.57091137
8.71,1.243625876,90.62443592
8.72,1.244883758,90.67767481
8.73,1.246141298,90.73062935
